name,city,type,beerCounts,established
 Propolis Brewing,Port Townsend_Washington_opened,Microbrewery,95,2013
 Puyallup River Brewing Company,Puyallup_Washington_opened,Microbrewery,40,2012
 Pyramid Brewing Co. (FIFCO),Seattle_Washington_opened,Microbrewery,117,1984
 Quartzite Brewing Company,Chewelah_Washington_opened,Brewpub,11,2016
 Quirk Brewing,Walla Walla_Washington_opened,Microbrewery,8,2016
 Rail Hop'n Brewing Company,Auburn_Washington_opened,Microbrewery,18,2017
 Railside Brewing,Vancouver_Washington_opened,Microbrewery,16,2012
 Rainy Daze Brewing,Poulsbo_Washington_opened,Microbrewery,49,2012
 Rattlesnake Mountain Brewing Company,Richland_Washington_opened,Brewpub,24,1999
 Ravenna Brewing Company,Seattle_Washington_opened,Microbrewery,46,2015
 Redhook Brewery  (Craft Brew Alliance - AB InBev),Woodinville_Washington_opened,Microbrewery,144,1982
 Republic Brewing Company,Republic_Washington_opened,Microbrewery,21,2011
 Resonate Brewery & Pizzeria,Bellevue_Washington_opened,Brewpub,29,2015
 Reuben's Brews,Seattle_Washington_opened,Microbrewery,241,2012
 River City Brewing Company (Washington),Spokane_Washington_opened,Microbrewery,23,2013
 River Mile 38 Brewing Company,Cathlamet_Washington_opened,Microbrewery,15,2014
 River Time Brewing,Darrington_Washington_opened,Microbrewery,6,2014
 Riverport Brewing Co.,Clarkston_Washington_opened,Microbrewery,19,2008
 Rockfish Grill & Anacortes Brewery,Anacortes_Washington_opened,Brewpub,70,2002
 Rocky Coulee Brewery,Odessa_Washington_opened,Microbrewery,9,2007
 Rooftop Brewing Company,Seattle_Washington_opened,Microbrewery,51,2013
 Roslyn Brewing Company,Roslyn_Washington_opened,Microbrewery,6,1990
 Rusty Hop Brewing Company,Battle Ground_Washington_opened,Client Brewer,4,2012
 Salish Sea Brewing Company,Edmonds_Washington_opened,Brewpub,24,2013
 San Juan Island Brewing Co.,Firday Harbor_Washington_opened,Brewpub/Brewery,3,2018
 Scamp Brewing Company,Auburn_Washington_opened,Microbrewery,14,2017
 Schooner Exact Brewing Co.,Seattle_Washington_opened,Microbrewery,93,2007
 Scrappy Punk Brewing Company,Snohomish_Washington_opened,Microbrewery,17,2017
 Scuttlebutt Brewing Co.,Everett_Washington_opened,Brewpub/Brewery,73,1996
 Seapine Brewing Company,Seattle_Washington_opened,Microbrewery,63,2012
 Seattle-Lite Brewing,Seattle_Washington_opened,Microbrewery,3,2018
 Shrub Steppe Smokehouse Brewery,Richland_Washington_opened,Brewpub,16,2012
 Sig Brewing Co.,Tacoma_Washington_opened,Microbrewery,7,2020
 Silver City Brewery,Bremerton_Washington_opened,Microbrewery,123,2010
 Silverleaf Brewery,Kenmore_Washington_opened,Microbrewery,2,2015
 Single Hill Brewing Company,Yakima_Washington_opened,Microbrewery,30,2018
 Skagit River Brewing Co.,Mount Vernon_Washington_opened,Brewpub/Brewery,56,1999
 Skookum Brewery,Arlington_Washington_opened,Microbrewery,247,2007
 Slaughter County Brewing Company,Port Orchard_Washington_opened,Brewpub,21,2012
 Slippery Pig Brewery,Poulsbo_Washington_opened,Microbrewery,61,2011
 Sluggo Brewing,Tacoma_Washington_opened,Brewpub,13,2015
 Smitty's Brewing,Bremerton_Washington_opened,Microbrewery,13,2016
 Snapshot Brewing,Seattle_Washington_opened,Microbrewery,4,2020
 Snipes Mountain Microbrewery,Sunnyside_Washington_opened,Brewpub/Brewery,100,2000
 Snoqualmie Falls Brewing Company,Snoqualmie_Washington_opened,Microbrewery,53,1997
 SnoTown Brewery,Snohomish_Washington_opened,Microbrewery,14,2014
 Sound Brewery,Poulsbo_Washington_opened,Microbrewery,57,2011
 Sound to Summit Brewing,Snohomish_Washington_opened,Microbrewery,33,2015
 Spada Farmhouse Brewery,Snohomish_Washington_opened,Microbrewery,17,2017
 Spinnaker Bay Brewing (NW Peaks Brewery),Seattle_Washington_opened,Brewpub/Brewery,22,2013
 Square Wheel Brewing Company,Spokane_Washington_opened,Microbrewery,3,2017
 Squirrel Fight Artisan Brewing,Moses Lake_Washington_opened,Microbrewery,10,2020
 Standard Brewing,Seattle_Washington_opened,Microbrewery,156,2013
 Steam Donkey Brewing,Aberdeen_Washington_opened,Microbrewery,15,2018
 Steam Plant,Spokane_Washington_opened,Brewpub/Brewery,15,2013
 Steam Plant Brewing Co,Spokane_Washington_opened,Brewpub/Brewery,4,2018
 Stemma Brewing Company,Bellingham_Washington_opened,Brewpub,19,2019
 Stones Throw Brewing Company (WA),Bellingham_Washington_opened,Microbrewery,21,2015
 Stormy Mountain Brewing,Chelan_Washington_opened,Brewpub,5,2016
 Stoup Brewing,Seattle_Washington_opened,Microbrewery,156,2013
 Structures Brewing Company,Bellingham_Washington_opened,Microbrewery,134,2015
 Sumerian Brewing Company,Woodinville_Washington_opened,Microbrewery,28,2015
 Swinnerton Brewery,Marysville_Washington_opened,Microbrewery,4,2016
 Tacoma Brewing Company,Tacoma_Washington_opened,Brewpub/Brewery,30,2012
 Task Force Brewing,Lakewood_Washington_opened,Brewpub/Brewery,10,2018
 Ten Pin Brewing Company,Moses Lake_Washington_opened,Brewpub/Brewery,41,2013
 The Good Brewing Company,Woodinville_Washington_opened,Microbrewery,13,2017
 The Hidden Mother Brewery,Liberty Lake_Washington_opened,Microbrewery,10,2018
 The Hop Crew Brewing,Sequim_Washington_opened,Microbrewery,3,2014
 The Rock Wood Fired Pizza,Sumner_Washington_opened,Client Brewer,18,1999
 Thirsty Crab Brewery,Woodinville_Washington_opened,Microbrewery,10,2016
 Three Bull Brewing,Snohomish_Washington_opened,Microbrewery,7,2017
 Three Magnets Brewing,Olympia_Washington_opened,Brewpub/Brewery,237,2014
 Timber City Ginger,Seattle_Washington_opened,Microbrewery,2,2018
 Timber Monster Brewing,Sultan_Washington_opened,Microbrewery,10,2018
 Tin Dog Brewing,Seattle_Washington_opened,Microbrewery,22,2014
 Top Frog Brewery,Newport_Washington_opened,Microbrewery,13,2014
 Top Rung Brewing Company,Lacey_Washington_opened,Microbrewery,26,2014
 Trap Door Brewing,Vancouver_Washington_opened,Brewpub/Brewery,65,2015
 Triceratops Brewing,Tumwater_Washington_opened,Microbrewery,27,2014
 Triple R Brewing,Seattle_Washington_opened,Microbrewery,4,2014
 Triplehorn Brewing Company,Woodinville_Washington_opened,Microbrewery,50,2012
 Trusty Brewing Company,Vancouver_Washington_opened,Brewpub/Brewery,8,2016
 TT's Old Iron Brewery,Spokane_Washington_opened,Microbrewery,8,2017
 Twelve String Brewing Company,Spokane Valley_Washington_opened,Brewpub,34,2011
 Twin Rivers Brewing/Adam's Northwest Bistro,Monroe_Washington_opened,Brewpub,23,1995
 Twin Sisters Brewing,Bellingham_Washington_opened,Brewpub/Brewery,30,2018
 Two Beers Brewing Co. (Eclor-Agrial),Seattle_Washington_opened,Microbrewery,82,2008
 Two Sisters Honey & Brewery,Benton City_Washington_opened,Microbrewery,3,2011
 Urban Family Brewing Company,Seattle_Washington_opened,Microbrewery,225,2012
 V Twin Brewing Company,Spokane Valley_Washington_opened,Brewpub/Brewery,11,2017
 Valhöll Brewing Company,Poulsbo_Washington_opened,Brewpub/Brewery,49,2010
 Valley Brewing Co,Yakima_Washington_opened,Brewpub,6,2018
 Valley House Brewing Company,Duvall_Washington_opened,Microbrewery,7,2017
 Varietal Beer Company,Sunnyside_Washington_opened,Microbrewery,33,2017
 Vashon Brewing Company,Vashon_Washington_opened,Microbrewery,14,2011
 Vessel Wines and Ales,Woodinville_Washington_opened,Microbrewery,6,2016
 Victor 23 Brewing,Vancouver_Washington_opened,Microbrewery,14,2016
 Waddell's Brewing Company,Spokane_Washington_opened,Brewpub/Brewery,19,2013
 Walking Man Brewing,Stevenson_Washington_opened,Brewpub,72,2003
 Wander Brewing,Bellingham_Washington_opened,Microbrewery,122,2014
 Wandering Hop Brewery,Yakima_Washington_opened,Microbrewery,13,2019
 Water Buffalo Brewery,Walla Walla_Washington_opened,Microbrewery,1,2020
 Watts Brewing Company,Bothell_Washington_opened,Microbrewery,11,2015
 Wenatchee Valley Brewing Company,Wenatchee_Washington_opened,Brewpub,7,2016
 West Highland Brewing,Vancouver_Washington_opened,Microbrewery,9,2011
 West Seattle Brewing Company,Seattle_Washington_opened,Microbrewery,37,2013
 Western Red Brewing,Poulsbo_Washington_opened,Brewpub/Brewery,14,2018
 Westport Brewing Company (USA),Westport_Washington_opened,Microbrewery,26,2011
 Wet Coast Brewing Company,Gig Harbor_Washington_opened,Microbrewery,24,2015
 Whipsaw Brewing,Ellensburg_Washington_opened,Microbrewery,26,2016
 Whiskey Ridge Brewing,Arlington_Washington_opened,Microbrewery,15,2014
 Whistle Punk Brewing Company,Spokane_Washington_opened,Microbrewery,26,2016
 White Bluffs Brewing Company,Richland_Washington_opened,Microbrewery,47,2011
 Whitewall Brewing Company,Marysville_Washington_opened,Microbrewery,33,2014
 Whitstran Brewing Company,Prosser_Washington_opened,Brewpub/Brewery,14,2003
 Willapa Brewing Company,Raymond_Washington_opened,Microbrewery,3,2018
 Wingman Brewers,Tacoma_Washington_opened,Microbrewery,100,2011
 Yakima Craft Brewing / Hop Capital Brewing,Yakima_Washington_opened,Microbrewery,31,2008
 YaYa Brewing Company,Spokane Valley_Washington_opened,Microbrewery,2,2020
 Young Buck Brewing,Spokane_Washington_opened,Microbrewery,22,2016
 Zythum Brewing Company,Fairfield_Washington_opened,Brewpub,10,2014
 2nd Chance Brewing,Seattle_Washington_closed,Microbrewery,5,2014
 Acadian Farms & Brewery,Carson_Washington_closed,Microbrewery,30,2012
 Amnesia Brewing,Washougal_Washington_closed,Brewpub,55,2004
 Ancient Lakes Brewing,Quincy_Washington_closed,Microbrewery,9,2011
 Awkward Brewing,Lake Stevens_Washington_closed,Microbrewery,8,2015
 Back Yard Brewing Company,Shoreline_Washington_closed,Microbrewery,5,2012
 Bad Chemist Brewing Company,Seattle_Washington_closed,Microbrewery,3,2012
 Barnstormer Brewing Company,Carson_Washington_closed,Microbrewery,5,2014
 Baron Brewing & Lunar Brewing,Seattle_Washington_closed,Microbrewery,32,2003
 Battenkill Brewing Company,Poulsbo_Washington_closed,Microbrewery,7,2011
 Bavaria Brewing,Sammamish_Washington_closed,Microbrewery,1,2014
 Bear Creek Brewing Company,Redmond_Washington_closed,Microbrewery,24,2000
 Beljica Brewing Company,Chewelah_Washington_closed,Microbrewery,2,2011
 Belltown Brewing,Seattle_Washington_closed,Brewpub/Brewery,19,2017
 Berchman's Brewing Company,Yakima_Washington_closed,Microbrewery,10,2015
 Beta Brewing,Everett_Washington_closed,Microbrewery,1,2013
 Big Al Brewing,Seattle_Washington_closed,Microbrewery,84,2008
 Blue Lightning Brew,Woodinville_Washington_closed,Brewpub/Brewery,11,2014
 Breakaway Brewing (CLOSED),Seattle_Washington_closed,Client Brewer,1,2009
 Brew Haven Brewery,Wenatchee_Washington_closed,Microbrewery,4,2013
 Brickyard Brewing Company (WA),Woodinville_Washington_closed,Microbrewery,19,2012
 Budge Brothers Brewery,Spokane_Washington_closed,Microbrewery,5,2010
 Burris Brewing Company,Everett_Washington_closed,Client Brewer,5,2011
 Cascadia Brewing Co.,Olympia_Washington_closed,Brewpub/Brewery,6,2016
 Cashmere Brewing Company,Cashmere_Washington_closed,Brewpub,9,2006
 Charging Hippo Brewing Company,Shoreline_Washington_closed,Microbrewery,7,2014
 Deepwater Brewing,Chelan_Washington_closed,Brewpub,4,2003
 Dirty Bucket Brewing Company,Woodinville_Washington_closed,Microbrewery,32,2012
 Druids Brewing Company (Fire Creek Grill),Covington_Washington_closed,Brewpub/Brewery,4,2003
 DUO Brewing LLC,Puyallup_Washington_closed,Microbrewery,9,2011
 Duvall Springs Brewing,Duvall_Washington_closed,Microbrewery,7,2012
 Eagle Brewing Co/Rileys Pizza Brewhaus,Mukilteo_Washington_closed,Brewpub,1,1994
 Emerald City Beer Company,Seattle_Washington_closed,Microbrewery,8,2010
 Epic Ales (WA),Seattle_Washington_closed,Microbrewery,154,2010
 Far West Brewing Company,Redmond_Washington_closed,Microbrewery,25,2002
 Flying Pig Brewing Co.,Everett_Washington_closed,Brewpub,7,1997
 Foothills Brewing & Beverage Company,Black Diamond_Washington_closed,Microbrewery,2,2010
 Gilligans Brewing Company,Seattle_Washington_closed,Microbrewery,10,2008
 Grey Parrot Brewing,Long Beach_Washington_closed,Brewpub,9,2006
 Harmon Brewery & Restaurant,Tacoma_Washington_closed,Brewpub,161,1997
 Hazel Dell Brewpub,Vancouver_Washington_closed,Brewpub,12,1993
 Heads Up Brewing Company,Silverdale_Washington_closed,Brewpub,18,2005
 Hi-Fi Brewing Company,Redmond_Washington_closed,Microbrewery,111,2013
 Hilliard's Brewing Company,Seattle_Washington_closed,Microbrewery,30,2011
 Illuminati Brewing,Bellingham_Washington_closed,Microbrewery,14,2017
 Issaquah Brew House (Rogue Ales),Issaquah_Washington_closed,Brewpub/Brewery,51,1995
 Kastellan Brauerei (Krausenwerk Brewing),Lacey_Washington_closed,Microbrewery,13,2013
 Lost Falls Brewery,Colville_Washington_closed,Microbrewery,8,2009
 Maxwells Brewery and Pub,Port Townsend_Washington_closed,Brewpub,7,2003
 Mt. Pilchuck Brewery,Snohomish_Washington_closed,Microbrewery,3,2014
 New Boundary Brewing,Cheney_Washington_closed,Microbrewery,19,2016
 North Cascades Brewing Co.,Bellingham_Washington_closed,Microbrewery,3,1999
 Northwest Brewwerks,Kirkland_Washington_closed,Microbrewery,2,2002
 Olde World Ales & Lagers,Langley_Washington_closed,Microbrewery,4,2010
 Orcas Island Brewery,Orcas_Washington_closed,Microbrewery,1,2011
 Orchard Street Brewery,Bellingham_Washington_closed,Microbrewery,11,2001
 O-Töwn Brewing,Olympia_Washington_closed,Microbrewery,44,2015
 Pacific Crest Brewing Company,Tukwila_Washington_closed,Brewpub/Brewery,8,1996
 Pacific Rim Brewing Co.,Seattle_Washington_closed,Brewpub,17,1991
 Palouse Falls Brewing Company,Pullman_Washington_closed,Microbrewery,9,2009
 Peaks Brewpub,Port Angeles_Washington_closed,Brewpub,22,2006
 Ramblin' Road Craft Brewery,Spokane_Washington_closed,Microbrewery,19,2013
 Rock Bottom Bellevue,Bellevue_Washington_closed,Brewpub,44,2004
 Rock Bottom Seattle,Seattle_Washington_closed,Brewpub,38,2004
 Salmon Creek Brewing,Vancouver_Washington_closed,Brewpub,30,2003
 San Juan Brewing Company,Friday Harbor_Washington_closed,Brewpub,12,2002
 Skye Book & Brew,Dayton_Washington_closed,Brewpub,8,2004
 Slip Point Brewing,Clallam Bay_Washington_closed,Microbrewery,6,2010
 Soos Creek Brewing Company,Covington_Washington_closed,Microbrewery,5,2011
 Speedway Brewing Company,Lacey_Washington_closed,Brewpub,10,2006
 St Brigid's Brewery,Moses Lake_Washington_closed,Microbrewery,10,2012
 St. Helens Brewing Company,Toledo_Washington_closed,Brewpub,6,2012
 Steffans Aldergrove Brewery,Marysville_Washington_closed,Microbrewery,6,2006
 Stix Billiards & Brewhouse,Seattle_Washington_closed,Brewpub,13,2007
 Strong Arm Brewing,Renton_Washington_closed,Microbrewery,19,2012
 Thomas Kemper Brewing Co.,Seattle                         _Washington_closed,Microbrewery,11,1985
 Three Skulls Ales (Pillagers Pub),Seattle_Washington_closed,Client Brewer,19,2011
 Twelve Bar Brews,Woodinville_Washington_closed,Microbrewery,12,2012
 Twin Peaks Brewing and Malting Company,Port Angeles_Washington_closed,Brewpub/Brewery,9,2013
 Two Harps Brewing,Kennewick_Washington_closed,Microbrewery,5,2014
 Unicycle Ale,Poulsbo_Washington_closed,Microbrewery,4,2016
 Vital Brewing,Everett_Washington_closed,Microbrewery,3,2011
 Walla Walla Brewers,Walla Walla_Washington_closed,Microbrewery,4,2008
 Water Street Brewing and Alehouse,Port Townsend_Washington_closed,Brewpub,23,2004
 Wet Head Brewery,Auburn_Washington_closed,Microbrewery,6,2014
 Whatcom Brewery,Ferndale_Washington_closed,Microbrewery,6,2003
 Wild Earth Brewing,Roslyn_Washington_closed,Microbrewery,6,2014
 Winthrop Brewing Company,Winthrop_Washington_closed,Brewpub,22,2010
 Wobbly Hopps Brewery,Bremerton_Washington_closed,Microbrewery,16,2015
 Xela Brewing Company,Chehalis_Washington_closed,Microbrewery,4,2012
 Yakima Brewing And Malting Co./Bert Grant's Real Ales,Yakima_Washington_closed,Microbrewery,17,1981
 3 Stars Brewing Company,"Washington, DC_Washington DC_opened",Microbrewery,182,2011
 Atlas Brew Works,Washington_Washington DC_opened,Microbrewery,65,2013
 Bardo Brewing,Washington_Washington DC_opened,Brewpub,25,2014
 Bluejacket,Washington_Washington DC_opened,Brewpub,392,2012
 ChopHouse & Brewery D.C. (Craftworks),Washington_Washington DC_opened,Brewpub,58,2003
 DC Brau Brewing Company,Washington DC_Washington DC_opened,Microbrewery,193,2011
 Georgetown Trading Company,Washington_Washington DC_opened,Client Brewer,2,2015
 Hellbender Brewing Company,Washington_Washington DC_opened,Microbrewery,56,2014
 Other Half Brewing - DC,Washington DC_Washington DC_opened,Microbrewery,9,2020
 Red Bear Brewing Company,Washington_Washington DC_opened,Microbrewery,32,2019
 Right Proper Brewing Company,Washington_Washington DC_opened,Brewpub,266,2013
 Sankofa Beer Company,Washington_Washington DC_opened,Client Brewer,4,2019
 The Public Option,Washington_Washington DC_opened,Brewpub,28,2015
 The Pug,"Washington, DC_Washington DC_opened",Client Brewer,1,2012
 Valor Brewpub,Washington_Washington DC_opened,Brewpub,3,2019
 Chocolate City Beer,Washington_Washington DC_closed,Microbrewery,16,2011
 Handsome Beer Co.,_Washington DC_closed,Client Brewer,10,2014
 John Harvards Brewhouse Washington DC,Washington DC_Washington DC_closed,Brewpub,31,2003
 Abolitionist Ale Works,Charles Town_West Virginia_opened,Microbrewery,45,2017
 Bad Shepherd Beer Company,Charleston_West Virginia_opened,Brewpub/Brewery,139,2016
 Banning's Inc.,Summersville_West Virginia_opened,Microbrewery,1,2017
 Bavarian Brother's Brewing,Shepherdstown_West Virginia_opened,Microbrewery,7,2019
 Berkeley Springs Brewing Company,Berkeley Springs_West Virginia_opened,Brewpub,28,2015
 Big Timber Brewing Company,Elkins_West Virginia_opened,Microbrewery,37,2014
 Brew Keepers,Wheeling_West Virginia_opened,Microbrewery,12,2016
 Brewstel Microbrewery and Hostel,Elkins_West Virginia_opened,Microbrewery,15,2016
 Bridge Brew Works,Fayetteville_West Virginia_opened,Microbrewery,50,2010
 Chestnut Brew Works,Morgantown_West Virginia_opened,Brewpub,25,2013
 Dobra Zupas Brewpub,Beckley_West Virginia_opened,Brewpub,34,2015
 Greenbrier Valley Brewing Company,Maxwelton_West Virginia_opened,Microbrewery,37,2014
 High Ground Brewing,Terra Alta_West Virginia_opened,Microbrewery,19,2019
 Morgantown Brewing Company,Morgantown_West Virginia_opened,Brewpub,52,2009
 Mountain State Brewing Co.,Thomas_West Virginia_opened,Brewpub/Brewery,15,2006
 North End Tavern & Brewery,Parkersburg_West Virginia_opened,Brewpub/Brewery,57,2002
 Old Spruce Brewing,Snowshoe_West Virginia_opened,Brewpub/Brewery,8,2019
 Parkersburg Brewing Company,Parkersburg_West Virginia_opened,Brewpub/Brewery,25,2016
 Rippon Brewing Company,Rippon_West Virginia_opened,Microbrewery,2,2019
 Screech Owl Brewing,Bruceton Mills_West Virginia_opened,Microbrewery,11,2016
 Short Story Brewing,Rivesville_West Virginia_opened,Microbrewery,18,2017
 Sophisticated Hound Brewing Company,Princeton_West Virginia_opened,Microbrewery,6,2016
 Stumptown Ales,Davis_West Virginia_opened,Microbrewery,29,2016
 The Freefolk Brewery,Fayetteville_West Virginia_opened,Brewpub/Brewery,28,2019
 The Peddler,Huntington_West Virginia_opened,Brewpub/Brewery,21,2017
 Weathered Ground Brewery,Cool Ridge_West Virginia_opened,Microbrewery,152,2017
 Wheeling Brewing Company,Wheeling_West Virginia_opened,Microbrewery,42,2012
 Blackwater Brewing Company,Davis_West Virginia_closed,Microbrewery,19,2012
 Charleston Brewing Company (WV),Charleston_West Virginia_closed,Brewpub/Brewery,88,2013
 Lost River Brewing Company,Wardensville_West Virginia_closed,Microbrewery,16,2009
 Mash Brewing Company,Charles Town_West Virginia_closed,Microbrewery,4,2017
 Mountaineer Brewing Co.,Martinsburg_West Virginia_closed,Microbrewery,7,2006
 Pubstomper Brewing Company,Morgantown_West Virginia_closed,Contract Brewer,3,2016
 River City Ale Works,Wheeling_West Virginia_closed,Brewpub/Brewery,6,2001
 West Virginia Brewing Company,Morgantown_West Virginia_closed,Brewpub,28,1989
 1840 Brewing Company,Milwaukee_Wisconsin_opened,Microbrewery,36,2017
 3 Dachshunds Beer Company,Cudahy_Wisconsin_opened,Client Brewer,18,2009
 3 Sheeps Brewing Company,Sheboygan_Wisconsin_opened,Microbrewery,96,2012
 608 Brewing Company,La Crosse _Wisconsin_opened,Brewpub,41,2018
 841 Brew House,Whitewater_Wisconsin_opened,Brewpub,12,2015
 8th Street Ale Haus,Sheboygan_Wisconsin_opened,Brewpub,26,2013
 Agonic Brewing Company,Rice Lake_Wisconsin_opened,Microbrewery,3,2019
 Ahnapee Brewery,Algoma_Wisconsin_opened,Microbrewery,75,2013
 Al Ringling Brewing Company,Baraboo_Wisconsin_opened,Brewpub/Brewery,9,2020
 Alchemy Brewing Company (USA),Leon_Wisconsin_opened,Microbrewery,7,2020
 Ale Asylum,Madison_Wisconsin_opened,Brewpub/Brewery,109,2006
 Alt Brew,Madison_Wisconsin_opened,Microbrewery,19,2014
 Amery Ale Works,Amery_Wisconsin_opened,Brewpub,10,2018
 Angry Minnow,Hayward_Wisconsin_opened,Brewpub,30,2004
 Appleton Beer Factory,Appleton_Wisconsin_opened,Brewpub,46,2013
 Aqualand Ale House,Boulder Jct_Wisconsin_opened,Brewpub,5,2014
 Badger State Brewing Company,Green Bay_Wisconsin_opened,Microbrewery,109,2013
 Bare Bones Brewery,Oshkosh_Wisconsin_opened,Brewpub,44,2015
 Barley John's Brewing Company,New Richmond_Wisconsin_opened,Microbrewery,22,2015
 Barrel 41 Brewing Company,Neenah_Wisconsin_opened,Microbrewery,22,2018
 Bavarian Bierhaus,Glendale_Wisconsin_opened,Brewpub,33,2016
 Bent Rail Brewpub,Westfield_Wisconsin_opened,Brewpub,4,2020
 Big Bay Brewing Company,Shorewood_Wisconsin_opened,Client Brewer,16,2010
 Big Head Brewing Company,Wauwatosa_Wisconsin_opened,Microbrewery,46,2013
 Biloba Brewing Company,Brookfield_Wisconsin_opened,Microbrewery,63,2013
 Black Husky Brewing,Milwaukee_Wisconsin_opened,Microbrewery,41,2010
 Bloomer Brewing Company,Bloomer_Wisconsin_opened,Microbrewery,10,2014
 Blue Heron Brewpub,Marshfield_Wisconsin_opened,Brewpub,139,2008
 Bobtown Brewhouse & Grill,Roberts_Wisconsin_opened,Brewpub,30,2016
 Boulder Brewpub,Verona_Wisconsin_opened,Brewpub,2,2018
 Brewery Creek Brewing (WI),Mineral Point_Wisconsin_opened,Brewpub,59,2003
 Brewery Nønic,Menomonie_Wisconsin_opened,Microbrewery,8,2018
 Brewfinity Brewing Company,Oconomowoc_Wisconsin_opened,Microbrewery,22,2018
 Brewster Bros. Brewing Company,Chippewa Falls_Wisconsin_opened,Microbrewery,12,2016
 Brickfield Brewing,Grantsburg_Wisconsin_opened,Microbrewery,33,2018
 Bricks & Barley Beer Company,Milwaukee_Wisconsin_opened,Client Brewer,5,2012
 Bridge Up Brewing Company,Sturgeon Bay_Wisconsin_opened,Microbrewery,13,2019
 Broken Bat Brewing Company,Milwaukee_Wisconsin_opened,Microbrewery,23,2017
 Buffalo Water Beer Company,Milwaukee_Wisconsin_opened,Client Brewer,2,2012
 Bull Falls Brewery,Wausau_Wisconsin_opened,Microbrewery,34,2008
 Bullquarian Brewhouse,Monroe_Wisconsin_opened,Microbrewery,13,2017
 Capital Brewery,Middleton_Wisconsin_opened,Microbrewery,83,1984
 Central Waters Brewing Co.,Amherst_Wisconsin_opened,Microbrewery,144,1997
 Cercis Brewing Company,Columbus_Wisconsin_opened,Brewpub/Brewery,8,2018
 Chameleon Brewing Company,Glendale_Wisconsin_opened,Client Brewer,4,2010
 Cheese City Beer Company,Monroe_Wisconsin_opened,Client Brewer,2,2019
 Cheez Head Brewing,Beloit_Wisconsin_opened,Microbrewery,5,2020
 City Brewery (La Crosse Plant),La Crosse_Wisconsin_opened,Commercial Brewery,96,1999
 City Lights Brewing Company,Milwaukee_Wisconsin_opened,Microbrewery,31,2017
 City Service Brewing Company,Darlington_Wisconsin_opened,Brewpub,5,2017
 Co.mpany Brewing,Milwaukee_Wisconsin_opened,Brewpub,21,2015
 Colectivo Keg Company,Milwaukee_Wisconsin_opened,Client Brewer,6,2014
 Component Brewing Company,Milwaukee_Wisconsin_opened,Microbrewery,18,2018
 Copper State Brewing Company,Green Bay_Wisconsin_opened,Brewpub,17,2017
 Corner Pub Brewery & Bakery,Reedsburg_Wisconsin_opened,Brewpub,37,2003
 Courthouse Pub,Manitowoc_Wisconsin_opened,Brewpub,60,2003
 Cross Plains Beer Company,Cross Plains_Wisconsin_opened,Client Brewer,4,2001
 Dead Bird Brewing Company,Madison_Wisconsin_opened,Client Brewer,16,2015
 Delafield Brewhaus,Delafield _Wisconsin_opened,Brewpub,96,1999
 Delta Beer Labs,Madison_Wisconsin_opened,Brewpub/Brewery,14,2019
 District 1 Brewing Company,Stevens Point_Wisconsin_opened,Brewpub/Brewery,1,2020
 Door County Brewing Company,Baileys Harbor_Wisconsin_opened,Microbrewery,67,2013
 Driftless Brewing Company,Soldiers Grove_Wisconsin_opened,Microbrewery,47,2013
 Drink Beer LLC,Milwaukee_Wisconsin_opened,Client Brewer,1,2014
 Duesterbeck's Brewing Company,Elkhorn_Wisconsin_opened,Microbrewery,14,2019
 Duke's Brew Pub & Ale House,Dodgeville_Wisconsin_opened,Brewpub,3,2019
 Durand Brewing Company,Durand_Wisconsin_opened,Microbrewery,4,2020
 Eagle Park Brewing Company,Milwaukee_Wisconsin_opened,Brewpub,100,2017
 Earth Rider Brewery,Superior_Wisconsin_opened,Brewpub,40,2017
 East Troy Brewery,East Troy_Wisconsin_opened,Brewpub/Brewery,13,2018
 Emprize Brew Mill,Menasha_Wisconsin_opened,Brewpub,18,2018
 Enlightened Brewing Company,Milwaukee_Wisconsin_opened,Client Brewer,34,2014
 Faklandia Brewing,St. Francis_Wisconsin_opened,Brewpub,2,2020
 Ffats Brewing Company,Whitehall_Wisconsin_opened,Microbrewery,19,2017
 Fifth Ward Brewing Company,Oshkosh_Wisconsin_opened,Microbrewery,36,2017
 Fountain City Brewing Company,Fountain City_Wisconsin_opened,Client Brewer,8,2009
 Fox Head Brewing,Waukesha_Wisconsin_opened,Microbrewery,2,2015
 Fox River Brewing Company,Oshkosh_Wisconsin_opened,Microbrewery,123,1999
 Foxtown Brewing,Mequon_Wisconsin_opened,Brewpub,14,2019
 Full Mile Beer Company & Kitchen,Sun Prairie_Wisconsin_opened,Brewpub/Brewery,17,2018
 Funk Factory Geuzeria,Madison_Wisconsin_opened,Client Brewer,101,2015
 Furthermore,Spring Green_Wisconsin_opened,Client Brewer,15,2006
 G5 Brewing Company,Beloit_Wisconsin_opened,Brewpub/Brewery,14,2019
 Gathering Place Brewing Company,Milwaukee_Wisconsin_opened,Microbrewery,19,2017
 Geneva Lake Brewing Company,Lake Geneva_Wisconsin_opened,Microbrewery,19,2012
 Giant Jones Brewing Company,Madison_Wisconsin_opened,Microbrewery,19,2018
 Gnarly Cedar Brewery,Greenleaf_Wisconsin_opened,Microbrewery,12,2019
 Good City Brewing Company,Milwaukee_Wisconsin_opened,Brewpub,59,2016
 Grays Brewing Company,Janesville_Wisconsin_opened,Microbrewery,34,1856
 Great Dane Pub & Brewery,Madison_Wisconsin_opened,Brewpub,221,1994
